period,NG,OIL,SUN
2021-08-31 13:00:00,14195,14,314
2021-08-31 14:00:00,14751,28,609
2021-08-31 15:00:00,15497,0,742
2021-08-31 16:00:00,16016,13,945
2021-08-31 17:00:00,16730,13,827
2021-08-31 18:00:00,17023,0,930
2021-08-31 19:00:00,17112,0,773
2021-08-31 20:00:00,16703,-1,834
2021-08-31 21:00:00,16576,0,850
2021-08-31 22:00:00,16460,0,850
2021-08-31 23:00:00,16553,0,493
2021-09-01 00:00:00,16456,-2,151
2021-09-01 01:00:00,16404,0,1
2021-09-01 02:00:00,16110,-1,-1
2021-09-01 03:00:00,15428,-1,0
2021-09-01 04:00:00,13919,0,-1
2021-09-01 05:00:00,12773,0,0
2021-09-01 06:00:00,12341,-1,0
2021-09-01 07:00:00,11691,-1,-1
2021-09-01 08:00:00,11279,-1,-1
2021-09-01 09:00:00,11683,0,0
2021-09-01 10:00:00,12087,0,0
2021-09-01 11:00:00,13100,0,-1
2021-09-01 12:00:00,14045,0,50
2021-09-01 13:00:00,14472,-1,721
2021-09-01 14:00:00,15133,0,1621
2021-09-01 15:00:00,15456,0,2031
2021-09-01 16:00:00,16794,0,2156
2021-09-01 17:00:00,18131,-1,2113
2021-09-01 18:00:00,19594,-1,2042
2021-09-01 19:00:00,20453,-1,2012
2021-09-01 20:00:00,20503,0,1949
2021-09-01 21:00:00,20140,0,1909
2021-09-01 22:00:00,20178,-1,1585
2021-09-01 23:00:00,20085,-1,821
2021-09-02 00:00:00,19550,-2,185
2021-09-02 01:00:00,18747,0,0
2021-09-02 02:00:00,17382,0,0
2021-09-02 03:00:00,15531,0,-2
2021-09-02 04:00:00,14297,-1,0
2021-09-02 05:00:00,12970,-1,0
2021-09-02 06:00:00,11947,-1,0
2021-09-02 07:00:00,11023,-1,0
2021-09-02 08:00:00,10266,0,0
2021-09-02 09:00:00,10234,-1,-1
2021-09-02 10:00:00,10556,-1,-1
2021-09-02 11:00:00,12026,0,0
2021-09-02 12:00:00,12686,0,45
2021-09-02 13:00:00,12666,0,592
2021-09-02 14:00:00,13488,-1,1424
2021-09-02 15:00:00,14595,0,2033
2021-09-02 16:00:00,15867,-2,2313
2021-09-02 17:00:00,16826,-1,2380
2021-09-02 18:00:00,17757,0,2209
2021-09-02 19:00:00,18995,-1,2155
2021-09-02 20:00:00,19426,0,2172
2021-09-02 21:00:00,19855,0,1973
2021-09-02 22:00:00,19706,-1,1633
2021-09-02 23:00:00,19161,-1,1060
2021-09-03 00:00:00,19084,0,220
2021-09-03 01:00:00,18151,0,0
2021-09-03 02:00:00,17486,0,0
2021-09-03 03:00:00,15432,-1,-1
2021-09-03 04:00:00,13752,-1,0
2021-09-03 05:00:00,12298,0,-1
2021-09-03 06:00:00,11464,-1,0
2021-09-03 07:00:00,10648,0,0
2021-09-03 08:00:00,9870,0,0
2021-09-03 09:00:00,9472,-3,-1
2021-09-03 10:00:00,9713,0,0
2021-09-03 11:00:00,10944,0,-1
2021-09-03 12:00:00,11569,-1,100
2021-09-03 13:00:00,11594,-1,1012
2021-09-03 14:00:00,12509,0,1832
2021-09-03 15:00:00,13677,-1,2240
2021-09-03 16:00:00,15244,-1,2434
2021-09-03 17:00:00,16484,-1,2305
2021-09-03 18:00:00,17420,0,2355
2021-09-03 19:00:00,18071,-1,2358
2021-09-03 20:00:00,18762,0,2226
2021-09-03 21:00:00,18865,-1,2011
2021-09-03 22:00:00,18999,0,1669
2021-09-03 23:00:00,18160,-1,974
2021-09-04 00:00:00,17689,0,163
2021-09-04 01:00:00,16936,-2,0
2021-09-04 02:00:00,15875,0,0
2021-09-04 03:00:00,14520,-1,0
2021-09-04 04:00:00,12850,-1,-1
2021-09-04 05:00:00,11182,0,0
2021-09-04 06:00:00,10333,0,-1
2021-09-04 07:00:00,9639,-1,0
2021-09-04 08:00:00,9187,0,-1
2021-09-04 09:00:00,8637,0,0
2021-09-04 10:00:00,8760,0,0
2021-09-04 11:00:00,9029,0,0
2021-09-04 12:00:00,8816,0,108
2021-09-04 13:00:00,9074,-1,980
2021-09-04 14:00:00,9911,-1,1918
2021-09-04 15:00:00,11305,-1,2339
2021-09-04 16:00:00,13275,-1,2567
2021-09-04 17:00:00,14912,-1,2651
2021-09-04 18:00:00,16179,0,2593
2021-09-04 19:00:00,16996,-1,2486
2021-09-04 20:00:00,18132,0,2452
2021-09-04 21:00:00,18533,0,2250
2021-09-04 22:00:00,18502,0,1975
2021-09-04 23:00:00,18281,-1,1185
2021-09-05 00:00:00,17750,-2,194
2021-09-05 01:00:00,16463,0,-1
2021-09-05 02:00:00,15534,-1,0
2021-09-05 03:00:00,14130,0,0
2021-09-05 04:00:00,12361,0,0
2021-09-05 05:00:00,10761,0,0
2021-09-05 06:00:00,9750,-1,0
2021-09-05 07:00:00,8953,-1,-1
2021-09-05 08:00:00,9013,0,-1
2021-09-05 09:00:00,8707,-1,0
2021-09-05 10:00:00,8470,0,-1
2021-09-05 11:00:00,8787,-1,0
2021-09-05 12:00:00,8618,0,67
2021-09-05 13:00:00,9094,0,655
2021-09-05 14:00:00,9630,0,1421
2021-09-05 15:00:00,11336,-2,2133
2021-09-05 16:00:00,13137,0,2382
2021-09-05 17:00:00,15234,0,2397
2021-09-05 18:00:00,16506,-1,2364
2021-09-05 19:00:00,17806,-1,2281
2021-09-05 20:00:00,18295,0,2130
2021-09-05 21:00:00,18933,-1,2142
2021-09-05 22:00:00,19082,0,1877
2021-09-05 23:00:00,18685,0,1150
2021-09-06 00:00:00,18117,-1,189
2021-09-06 01:00:00,17169,0,0
2021-09-06 02:00:00,16174,-1,-1
2021-09-06 03:00:00,15154,0,0
2021-09-06 04:00:00,13564,-1,-1
2021-09-06 05:00:00,11747,-1,0
2021-09-06 06:00:00,10189,0,-1
2021-09-06 07:00:00,10006,0,-1
2021-09-06 08:00:00,9704,0,-1
2021-09-06 09:00:00,9796,0,0
2021-09-06 10:00:00,9943,-1,-1
2021-09-06 11:00:00,10048,0,0
2021-09-06 12:00:00,10099,-1,81
2021-09-06 13:00:00,10232,0,766
2021-09-06 14:00:00,11136,0,1534
2021-09-06 15:00:00,13329,-2,1923
2021-09-06 16:00:00,14928,0,2173
2021-09-06 17:00:00,16523,15,2250
2021-09-06 18:00:00,17990,2,2113
2021-09-06 19:00:00,19060,0,1825
2021-09-06 20:00:00,19205,-2,1701
2021-09-06 21:00:00,19401,-1,1554
2021-09-06 22:00:00,19510,0,1171
2021-09-06 23:00:00,19537,0,620
2021-09-07 00:00:00,19321,0,87
2021-09-07 01:00:00,18575,-1,0
2021-09-07 02:00:00,17639,0,-1
2021-09-07 03:00:00,15669,0,0
2021-09-07 04:00:00,13592,0,0
2021-09-07 05:00:00,11951,-1,0
2021-09-07 06:00:00,11125,0,-1
2021-09-07 07:00:00,10640,-1,0
2021-09-07 08:00:00,10733,0,-1
2021-09-07 09:00:00,10681,0,0
2021-09-07 10:00:00,11117,-2,0
2021-09-07 11:00:00,11861,1,0
2021-09-07 12:00:00,12411,0,62
2021-09-07 13:00:00,12950,3,701
2021-09-07 14:00:00,14099,33,1491
2021-09-07 15:00:00,15059,0,1980
2021-09-07 16:00:00,16642,-1,2183
2021-09-07 17:00:00,18626,-1,2213
2021-09-07 18:00:00,19821,0,2112
2021-09-07 19:00:00,20419,0,2175
2021-09-07 20:00:00,20480,0,1905
2021-09-07 21:00:00,20289,0,1621
2021-09-07 22:00:00,20487,0,1117
2021-09-07 23:00:00,20512,0,547
2021-09-08 00:00:00,20518,0,79
2021-09-08 01:00:00,20596,-1,0
2021-09-08 02:00:00,19502,-1,0
2021-09-08 03:00:00,17052,0,-1
2021-09-08 04:00:00,14759,-2,-1
2021-09-08 05:00:00,12983,-1,-1
2021-09-08 06:00:00,12434,-2,0
2021-09-08 07:00:00,12195,-1,-1
2021-09-08 08:00:00,12195,-1,0
2021-09-08 09:00:00,12215,0,-1
2021-09-08 10:00:00,12457,0,0
2021-09-08 11:00:00,12745,0,0
2021-09-08 12:00:00,13258,0,33
2021-09-08 13:00:00,14117,0,277
2021-09-08 14:00:00,15059,0,587
2021-09-08 15:00:00,15843,0,963
2021-09-08 16:00:00,17693,0,905
2021-09-08 17:00:00,18952,-1,1030
2021-09-08 18:00:00,19604,0,1124
2021-09-08 19:00:00,19956,-1,992
2021-09-08 20:00:00,19523,-1,1141
2021-09-08 21:00:00,19794,-1,808
2021-09-08 22:00:00,19383,-1,457
2021-09-08 23:00:00,18647,-1,254
2021-09-09 00:00:00,18453,-1,30
2021-09-09 01:00:00,18782,0,0
2021-09-09 02:00:00,17923,0,-1
2021-09-09 03:00:00,15733,0,0
2021-09-09 04:00:00,13786,0,-1
2021-09-09 05:00:00,12603,0,0
2021-09-09 06:00:00,11787,0,-1
2021-09-09 07:00:00,11457,-1,0
2021-09-09 08:00:00,11312,0,0
2021-09-09 09:00:00,11211,0,0
2021-09-09 10:00:00,11776,-1,-1
2021-09-09 11:00:00,12349,0,0
2021-09-09 12:00:00,12932,0,17
2021-09-09 13:00:00,13277,-2,347
2021-09-09 14:00:00,13971,-1,1041
2021-09-09 15:00:00,14520,-2,1509
2021-09-09 16:00:00,15532,0,1870
2021-09-09 17:00:00,16621,-1,2082
2021-09-09 18:00:00,17278,-2,2016
2021-09-09 19:00:00,18038,0,1995
2021-09-09 20:00:00,18083,-1,2059
2021-09-09 21:00:00,18390,0,1878
2021-09-09 22:00:00,18351,-1,1560
2021-09-09 23:00:00,18443,0,669
2021-09-10 00:00:00,17952,0,101
2021-09-10 01:00:00,17193,0,0
2021-09-10 02:00:00,15688,0,0
2021-09-10 03:00:00,13930,0,-1
2021-09-10 04:00:00,11967,0,0
2021-09-10 05:00:00,10685,-1,-1
2021-09-10 06:00:00,9908,-1,-1
2021-09-10 07:00:00,9613,0,0
2021-09-10 08:00:00,9460,-1,0
2021-09-10 09:00:00,9407,-1,0
2021-09-10 10:00:00,9786,-1,0
2021-09-10 11:00:00,10280,0,-2
2021-09-10 12:00:00,10645,-1,63
2021-09-10 13:00:00,10765,-1,902
2021-09-10 14:00:00,11314,0,1884
2021-09-10 15:00:00,11993,0,2341
2021-09-10 16:00:00,13091,-1,2544
2021-09-10 17:00:00,14211,-1,2551
2021-09-10 18:00:00,15204,0,2521
2021-09-10 19:00:00,15835,0,2427
2021-09-10 20:00:00,16279,0,2312
2021-09-10 21:00:00,16688,-1,2046
2021-09-10 22:00:00,17162,0,1794
2021-09-10 23:00:00,17262,0,954
2021-09-11 00:00:00,16577,-1,127
2021-09-11 01:00:00,15727,0,0
2021-09-11 02:00:00,14590,0,0
2021-09-11 03:00:00,13498,-2,0
2021-09-11 04:00:00,12151,-1,0
2021-09-11 05:00:00,10433,0,-1
2021-09-11 06:00:00,9582,0,-1
2021-09-11 07:00:00,9110,-2,0
2021-09-11 08:00:00,9023,-1,0
2021-09-11 09:00:00,8732,0,0
2021-09-11 10:00:00,8641,0,0
2021-09-11 11:00:00,8878,0,0
2021-09-11 12:00:00,9273,-1,46
2021-09-11 13:00:00,9537,0,688
2021-09-11 14:00:00,10653,-1,1434
2021-09-11 15:00:00,12075,0,1966
2021-09-11 16:00:00,13954,-1,2214
2021-09-11 17:00:00,15669,0,2266
2021-09-11 18:00:00,16965,-2,2392
2021-09-11 19:00:00,18578,0,2185
2021-09-11 20:00:00,19499,-2,2098
2021-09-11 21:00:00,19820,0,1849
2021-09-11 22:00:00,19565,0,1777
2021-09-11 23:00:00,19418,-1,899
2021-09-12 00:00:00,18436,0,109
2021-09-12 01:00:00,17562,0,-1
2021-09-12 02:00:00,15884,-1,0
2021-09-12 03:00:00,14369,-1,-1
2021-09-12 04:00:00,12730,0,0
2021-09-12 05:00:00,11274,-1,0
2021-09-12 06:00:00,10147,0,-2
2021-09-12 07:00:00,9852,-2,0
2021-09-12 08:00:00,9834,0,0
2021-09-12 09:00:00,9674,-1,-1
2021-09-12 10:00:00,9853,-1,0
2021-09-12 11:00:00,9933,0,0
2021-09-12 12:00:00,9665,0,52
2021-09-12 13:00:00,10262,0,657
2021-09-12 14:00:00,11066,0,1472
2021-09-12 15:00:00,12620,0,2021
2021-09-12 16:00:00,14477,0,2256
2021-09-12 17:00:00,16664,0,2389
2021-09-12 18:00:00,18132,-1,2288
2021-09-12 19:00:00,19350,-1,2222
2021-09-12 20:00:00,20086,0,1989
2021-09-12 21:00:00,20765,-2,1864
2021-09-12 22:00:00,20563,0,1630
2021-09-12 23:00:00,20390,-3,949
2021-09-13 00:00:00,19888,0,96
2021-09-13 01:00:00,19460,-1,-1
2021-09-13 02:00:00,18108,-1,0
2021-09-13 03:00:00,16216,-1,0
2021-09-13 04:00:00,14099,0,0
2021-09-13 05:00:00,12668,0,0
2021-09-13 06:00:00,11634,0,0
2021-09-13 07:00:00,11338,0,-2
2021-09-13 08:00:00,11201,0,0
2021-09-13 09:00:00,11192,0,-1
2021-09-13 10:00:00,11307,0,0
2021-09-13 11:00:00,12486,0,0
2021-09-13 12:00:00,13498,0,50
2021-09-13 13:00:00,13666,-1,700
2021-09-13 14:00:00,14912,-2,1553
2021-09-13 15:00:00,16211,0,2000
2021-09-13 16:00:00,17731,-1,2166
2021-09-13 17:00:00,19650,0,2168
2021-09-13 18:00:00,21568,0,2106
2021-09-13 19:00:00,22356,0,2065
2021-09-13 20:00:00,22480,-1,2011
2021-09-13 21:00:00,22659,0,1746
2021-09-13 22:00:00,22689,0,1318
2021-09-13 23:00:00,22261,0,594
2021-09-14 00:00:00,21637,0,57
2021-09-14 01:00:00,21227,-1,-1
2021-09-14 02:00:00,19933,0,0
2021-09-14 03:00:00,17420,0,-1
2021-09-14 04:00:00,14718,0,0
2021-09-14 05:00:00,13003,-1,-1
2021-09-14 06:00:00,12283,0,0
2021-09-14 07:00:00,12008,-4,-2
2021-09-14 08:00:00,11814,-1,-1
2021-09-14 09:00:00,11806,0,0
2021-09-14 10:00:00,12196,-1,0
2021-09-14 11:00:00,12725,0,0
2021-09-14 12:00:00,13326,-2,43
2021-09-14 13:00:00,13674,0,630
2021-09-14 14:00:00,14835,0,1280
2021-09-14 15:00:00,16346,0,1696
2021-09-14 16:00:00,17708,0,1759
2021-09-14 17:00:00,19571,0,1925
2021-09-14 18:00:00,20733,0,1887
2021-09-14 19:00:00,21280,-1,1934
2021-09-14 20:00:00,21804,0,1594
2021-09-14 21:00:00,21920,0,1361
2021-09-14 22:00:00,21763,0,892
2021-09-14 23:00:00,21132,-1,281
2021-09-15 00:00:00,20587,-1,23
2021-09-15 01:00:00,20625,-2,0
2021-09-15 02:00:00,19784,0,-1
2021-09-15 03:00:00,17139,-1,0
2021-09-15 04:00:00,14447,-1,0
2021-09-15 05:00:00,12914,-1,0
2021-09-15 06:00:00,12374,0,0
2021-09-15 07:00:00,12289,0,0
2021-09-15 08:00:00,12268,0,0
2021-09-15 09:00:00,11826,0,-1
2021-09-15 10:00:00,12048,-2,0
2021-09-15 11:00:00,12380,0,0
2021-09-15 12:00:00,13095,0,36
2021-09-15 13:00:00,13337,0,264
2021-09-15 14:00:00,14006,0,598
2021-09-15 15:00:00,14893,0,794
2021-09-15 16:00:00,16316,-1,964
2021-09-15 17:00:00,16901,-1,1131
2021-09-15 18:00:00,17257,0,1049
2021-09-15 19:00:00,16860,-1,858
2021-09-15 20:00:00,16406,-1,588
2021-09-15 21:00:00,15801,-3,340
2021-09-15 22:00:00,15340,0,223
2021-09-15 23:00:00,15119,0,85
2021-09-16 00:00:00,15472,-2,7
2021-09-16 01:00:00,15744,-1,-3
2021-09-16 02:00:00,15376,0,-2
2021-09-16 03:00:00,14233,0,0
2021-09-16 04:00:00,12788,0,-1
2021-09-16 05:00:00,11609,-1,0
2021-09-16 06:00:00,10682,0,0
2021-09-16 07:00:00,10384,0,0
2021-09-16 08:00:00,10393,-1,0
2021-09-16 09:00:00,10719,-1,-1
2021-09-16 10:00:00,11310,0,0
2021-09-16 11:00:00,12447,0,0
2021-09-16 12:00:00,13767,0,4
2021-09-16 13:00:00,14444,0,69
2021-09-16 14:00:00,14865,-1,254
2021-09-16 15:00:00,15270,-2,542
2021-09-16 16:00:00,15952,0,723
2021-09-16 17:00:00,16715,0,869
2021-09-16 18:00:00,17080,0,859
2021-09-16 19:00:00,16925,-1,890
2021-09-16 20:00:00,16576,0,919
2021-09-16 21:00:00,16624,0,788
2021-09-16 22:00:00,16835,0,613
2021-09-16 23:00:00,16831,0,339
2021-09-17 00:00:00,17561,0,24
2021-09-17 01:00:00,17862,-1,0
2021-09-17 02:00:00,17267,0,-1
2021-09-17 03:00:00,16020,-1,-1
2021-09-17 04:00:00,14530,0,0
2021-09-17 05:00:00,13442,0,0
2021-09-17 06:00:00,12582,-1,0
2021-09-17 07:00:00,12316,-1,0
2021-09-17 08:00:00,12224,-3,0
2021-09-17 09:00:00,12127,0,-1
2021-09-17 10:00:00,12294,-3,0
2021-09-17 11:00:00,13718,0,-1
2021-09-17 12:00:00,14854,0,5
2021-09-17 13:00:00,15364,0,127
2021-09-17 14:00:00,16048,-1,400
2021-09-17 15:00:00,16434,0,647
2021-09-17 16:00:00,17116,0,1102
2021-09-17 17:00:00,17645,-1,1345
2021-09-17 18:00:00,17806,0,1479
2021-09-17 19:00:00,18450,-1,1421
2021-09-17 20:00:00,18649,-1,1348
2021-09-17 21:00:00,18737,0,1067
2021-09-17 22:00:00,18583,0,692
2021-09-17 23:00:00,18200,-1,379
2021-09-18 00:00:00,18011,0,32
2021-09-18 01:00:00,18093,0,0
2021-09-18 02:00:00,17350,-1,0
2021-09-18 03:00:00,15991,0,-2
2021-09-18 04:00:00,14729,0,-1
2021-09-18 05:00:00,13674,-1,0
2021-09-18 06:00:00,12942,0,0
2021-09-18 07:00:00,13375,0,-1
2021-09-18 08:00:00,13056,0,0
2021-09-18 09:00:00,12421,-2,0
2021-09-18 10:00:00,12310,0,-1
2021-09-18 11:00:00,12250,0,0
2021-09-18 12:00:00,12511,-1,36
2021-09-18 13:00:00,12854,-1,510
2021-09-18 14:00:00,13739,-1,1061
2021-09-18 15:00:00,15525,0,1283
2021-09-18 16:00:00,17550,-1,1421
2021-09-18 17:00:00,18973,0,1516
2021-09-18 18:00:00,19828,0,1444
2021-09-18 19:00:00,19350,-1,1387
2021-09-18 20:00:00,19502,0,1148
2021-09-18 21:00:00,19645,-1,842
2021-09-18 22:00:00,19640,0,386
2021-09-18 23:00:00,19022,-1,127
2021-09-19 00:00:00,18774,-1,10
2021-09-19 01:00:00,18426,0,0
2021-09-19 02:00:00,17086,-2,0
2021-09-19 03:00:00,15622,0,0
2021-09-19 04:00:00,14157,-1,-1
2021-09-19 05:00:00,12545,0,0
2021-09-19 06:00:00,11725,0,0
2021-09-19 07:00:00,11524,0,0
2021-09-19 08:00:00,11385,-1,-1
2021-09-19 09:00:00,11060,0,0
2021-09-19 10:00:00,10813,0,-2
2021-09-19 11:00:00,10876,0,-1
2021-09-19 12:00:00,11293,0,11
2021-09-19 13:00:00,11909,-1,210
2021-09-19 14:00:00,13390,0,491
2021-09-19 15:00:00,14496,0,805
2021-09-19 16:00:00,15467,-1,1094
2021-09-19 17:00:00,16640,-1,1123
2021-09-19 18:00:00,17615,-1,1343
2021-09-19 19:00:00,18518,-1,1125
2021-09-19 20:00:00,18569,0,1089
2021-09-19 21:00:00,18985,0,744
2021-09-19 22:00:00,18948,0,398
2021-09-19 23:00:00,18867,-1,125
2021-09-20 00:00:00,18542,-1,15
2021-09-20 01:00:00,18538,0,-1
2021-09-20 02:00:00,17490,-1,0
2021-09-20 03:00:00,15696,-1,0
2021-09-20 04:00:00,13446,0,-1
2021-09-20 05:00:00,12729,-1,0
2021-09-20 06:00:00,12099,0,-1
2021-09-20 07:00:00,12147,-1,0
2021-09-20 08:00:00,11617,-1,0
2021-09-20 09:00:00,11728,0,0
2021-09-20 10:00:00,12603,-2,0
2021-09-20 11:00:00,13763,0,-1
2021-09-20 12:00:00,15231,-2,4
2021-09-20 13:00:00,15997,0,120
2021-09-20 14:00:00,16473,-1,407
2021-09-20 15:00:00,16793,-1,768
2021-09-20 16:00:00,17467,0,1174
2021-09-20 17:00:00,17903,-2,1387
2021-09-20 18:00:00,18615,0,1492
2021-09-20 19:00:00,18962,0,1600
2021-09-20 20:00:00,19064,0,1580
2021-09-20 21:00:00,19175,0,1201
2021-09-20 22:00:00,19547,-2,831
2021-09-20 23:00:00,19536,0,291
2021-09-21 00:00:00,19507,0,41
2021-09-21 01:00:00,19320,0,0
2021-09-21 02:00:00,18156,-1,0
2021-09-21 03:00:00,16583,0,0
2021-09-21 04:00:00,14524,0,-1
2021-09-21 05:00:00,12797,0,-1
2021-09-21 06:00:00,12405,0,0
2021-09-21 07:00:00,12365,0,0
2021-09-21 08:00:00,12230,-1,-1
2021-09-21 09:00:00,12194,0,0
2021-09-21 10:00:00,12843,-1,-1
2021-09-21 11:00:00,13892,0,0
2021-09-21 12:00:00,14953,-1,5
2021-09-21 13:00:00,15380,-1,206
2021-09-21 14:00:00,15949,0,503
2021-09-21 15:00:00,16792,-1,907
2021-09-21 16:00:00,17631,0,1377
2021-09-21 17:00:00,18357,0,1781
2021-09-21 18:00:00,19569,-2,1928
2021-09-21 19:00:00,20304,0,1902
2021-09-21 20:00:00,20967,0,1760
2021-09-21 21:00:00,21631,-1,1367
2021-09-21 22:00:00,21624,0,1117
2021-09-21 23:00:00,21306,0,499
2021-09-22 00:00:00,20688,-1,33
2021-09-22 01:00:00,20226,0,-1
2021-09-22 02:00:00,18992,-1,0
2021-09-22 03:00:00,17736,-2,0
2021-09-22 04:00:00,15326,-2,0
2021-09-22 05:00:00,13534,0,-1
2021-09-22 06:00:00,13064,0,0
2021-09-22 07:00:00,12776,-1,0
2021-09-22 08:00:00,12326,0,0
2021-09-22 09:00:00,12266,0,0
2021-09-22 10:00:00,12469,-2,-1
2021-09-22 11:00:00,13964,0,-1
2021-09-22 12:00:00,14835,0,7
2021-09-22 13:00:00,15453,0,246
2021-09-22 14:00:00,15702,0,629
2021-09-22 15:00:00,16159,0,1013
2021-09-22 16:00:00,16454,0,1593
2021-09-22 17:00:00,16272,0,1761
2021-09-22 18:00:00,16586,-1,1938
2021-09-22 19:00:00,17276,-1,1718
2021-09-22 20:00:00,17511,-1,1590
2021-09-22 21:00:00,16879,-1,1635
2021-09-22 22:00:00,16711,0,1474
2021-09-22 23:00:00,16337,0,649
2021-09-23 00:00:00,15638,0,50
2021-09-23 01:00:00,15341,-1,-1
2021-09-23 02:00:00,14659,-2,0
2021-09-23 03:00:00,13186,0,0
2021-09-23 04:00:00,11648,0,0
2021-09-23 05:00:00,10350,0,-1
2021-09-23 06:00:00,9573,0,0
2021-09-23 07:00:00,8902,0,-2
2021-09-23 08:00:00,8730,-1,0
2021-09-23 09:00:00,8876,-1,0
2021-09-23 10:00:00,9419,0,0
2021-09-23 11:00:00,10696,-1,-1
2021-09-23 12:00:00,12233,-1,59
2021-09-23 13:00:00,11722,0,1073
2021-09-23 14:00:00,11483,0,2235
2021-09-23 15:00:00,11597,0,2605
2021-09-23 16:00:00,11778,29,2823
2021-09-23 17:00:00,11876,2,2897
2021-09-23 18:00:00,12354,0,2889
2021-09-23 19:00:00,12965,0,2809
2021-09-23 20:00:00,13383,0,2797
2021-09-23 21:00:00,13843,-1,2664
2021-09-23 22:00:00,14071,0,2308
2021-09-23 23:00:00,14839,-2,1087
2021-09-24 00:00:00,15005,0,60
2021-09-24 01:00:00,14924,-1,0
2021-09-24 02:00:00,13323,0,0
2021-09-24 03:00:00,11863,0,-1
2021-09-24 04:00:00,10368,-1,0
2021-09-24 05:00:00,9064,0,-1
2021-09-24 06:00:00,8627,0,0
2021-09-24 07:00:00,8665,-1,0
2021-09-24 08:00:00,8430,0,0
2021-09-24 09:00:00,8604,-2,0
2021-09-24 10:00:00,9672,0,-1
2021-09-24 11:00:00,10916,-2,-1
2021-09-24 12:00:00,12008,0,58
2021-09-24 13:00:00,11471,-1,1093
2021-09-24 14:00:00,11077,0,2253
2021-09-24 15:00:00,11407,-1,2614
2021-09-24 16:00:00,11616,0,2792
2021-09-24 17:00:00,11822,0,2855
2021-09-24 18:00:00,12113,0,2857
2021-09-24 19:00:00,12524,0,2847
2021-09-24 20:00:00,13391,0,2781
2021-09-24 21:00:00,13872,-3,2609
2021-09-24 22:00:00,13692,0,2252
2021-09-24 23:00:00,14114,-2,1058
2021-09-25 00:00:00,14007,0,55
2021-09-25 01:00:00,13724,-1,0
2021-09-25 02:00:00,12763,0,-1
2021-09-25 03:00:00,12005,0,0
2021-09-25 04:00:00,10858,-1,0
2021-09-25 05:00:00,10083,-2,-1
2021-09-25 06:00:00,9193,0,0
2021-09-25 07:00:00,9142,0,0
2021-09-25 08:00:00,9028,0,0
2021-09-25 09:00:00,8950,0,0
2021-09-25 10:00:00,9210,-1,0
2021-09-25 11:00:00,9680,0,-2
2021-09-25 12:00:00,10248,0,46
2021-09-25 13:00:00,10311,-1,950
2021-09-25 14:00:00,10572,-1,2071
2021-09-25 15:00:00,10910,0,2521
2021-09-25 16:00:00,11676,0,2702
2021-09-25 17:00:00,12628,0,2702
2021-09-25 18:00:00,13552,-1,2592
2021-09-25 19:00:00,14171,0,2594
2021-09-25 20:00:00,14758,-1,2636
2021-09-25 21:00:00,15155,0,2421
2021-09-25 22:00:00,15631,0,2013
2021-09-25 23:00:00,16005,0,897
2021-09-26 00:00:00,15551,-1,47
2021-09-26 01:00:00,14556,0,-1
2021-09-26 02:00:00,13325,0,0
2021-09-26 03:00:00,12379,0,0
2021-09-26 04:00:00,10773,-2,0
2021-09-26 05:00:00,9333,-2,-1
2021-09-26 06:00:00,8900,-2,0
2021-09-26 07:00:00,9106,0,-1
2021-09-26 08:00:00,8730,-2,-1
2021-09-26 09:00:00,8912,0,0
2021-09-26 10:00:00,8943,-1,0
2021-09-26 11:00:00,9183,0,-1
2021-09-26 12:00:00,8999,0,43
2021-09-26 13:00:00,8767,-1,967
2021-09-26 14:00:00,8850,0,2119
2021-09-26 15:00:00,9692,0,2515
2021-09-26 16:00:00,10569,0,2713
2021-09-26 17:00:00,12205,0,2789
2021-09-26 18:00:00,13469,0,2784
2021-09-26 19:00:00,14355,-1,2754
2021-09-26 20:00:00,15797,-1,2696
2021-09-26 21:00:00,16482,0,2522
2021-09-26 22:00:00,17339,0,2099
2021-09-26 23:00:00,17859,-2,911
2021-09-27 00:00:00,17588,-1,39
2021-09-27 01:00:00,17337,0,0
2021-09-27 02:00:00,15925,0,0
2021-09-27 03:00:00,14393,-2,0
2021-09-27 04:00:00,12430,0,0
2021-09-27 05:00:00,11426,0,-1
2021-09-27 06:00:00,10882,-2,-1
2021-09-27 07:00:00,10656,0,0
2021-09-27 08:00:00,10232,0,0
2021-09-27 09:00:00,10568,0,0
2021-09-27 10:00:00,11196,0,-1
2021-09-27 11:00:00,12100,0,-1
2021-09-27 12:00:00,13250,-1,40
2021-09-27 13:00:00,13046,-2,903
2021-09-27 14:00:00,13214,0,2047
2021-09-27 15:00:00,14165,0,2440
2021-09-27 16:00:00,15848,-1,2635
2021-09-27 17:00:00,17305,-1,2559
2021-09-27 18:00:00,18496,0,2319
2021-09-27 19:00:00,19162,-1,2421
2021-09-27 20:00:00,20134,-1,2382
2021-09-27 21:00:00,20876,0,2202
2021-09-27 22:00:00,20767,-1,1915
2021-09-27 23:00:00,20705,0,838
2021-09-28 00:00:00,20550,0,33
2021-09-28 01:00:00,19912,0,0
2021-09-28 02:00:00,17996,0,0
2021-09-28 03:00:00,16203,-2,0
2021-09-28 04:00:00,13555,-2,-1
2021-09-28 05:00:00,12231,0,-1
2021-09-28 06:00:00,11960,0,0
2021-09-28 07:00:00,11444,0,-1
2021-09-28 08:00:00,10979,-2,-1
2021-09-28 09:00:00,10884,-1,0
